title,genre,cast,director,story_tags,mood_tag,goal_tag,poster_url
Against the Wild,Adventure | Family,Natasha Henstridge | CJ Adams | Erin Pitt | Ted Whittall | Rainbow Francks,Richard Boddington,"The action-packed feature film tells the dramatic tale of two siblings and their Alaskan Malamute, who must make an emergency landing when their small plane has engine problems. They find themselves in a beautiful but potentially dangerous natural environment that they must overcome together.",excited,general,http://againstthewild.com/
Under the Same Moon,Drama,Kate del Castillo | Adrián Alonso Barona | Eugenio Derbez | America Ferrera | Angelina Peláez,Patricia Riggen,"Tells the parallel stories of nine-year-old Carlitos and his mother, Rosario. In the hopes of providing a better life for her son, Rosario works illegally in the U.S. while her mother cares for Carlitos back in Mexico.",neutral,general,http://www.foxsearchlight.com/underthesamemoon
Conquest of the Planet of the Apes,Action | Science Fiction,Roddy McDowall | Don Murray | Ricardo Montalban | Hari Rhodes | Severn Darden,J. Lee Thompson,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.",neutral,general,
In the Bedroom,Drama | Thriller,Tom Wilkinson | Sissy Spacek | Nick Stahl | Marisa Tomei | William Mapother,Todd Field,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. He is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.",happy,relationships,
I Spit on Your Grave,Thriller | Crime | Horror,Sarah Butler | Daniel Franzese | Chad Lindberg | Jeff Branson | Rodney Eastman,Steven R. Monroe,"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson.",neutral,general,
"Happy, Texas",Comedy | Crime,Steve Zahn | William H. Macy | Jeremy Northam | Ally Walker | Ron Perlman,Mark Illsley,"Two escaped convicts roll into the village of Happy, Texas, where they're mistaken for a gay couple who work as beauty pageant consultants. They go along with it to duck the police, but the local sheriff has a secret of his own.",happy,entertainment,
My Summer of Love,Drama | Thriller | Romance,Natalie Press | Emily Blunt | Paddy Considine | Dean Andrews,Paweł Pawlikowski,"In the Yorkshire countryside, working-class tomboy Mona meets the exotic, pampered Tasmin. Over the summer season, the two young women discover they have much to teach one another, and much to explore together.",neutral,general,
The Lunchbox,Drama | Romance,Irrfan Khan | Nimrat Kaur | Nawazuddin Siddiqui | Denzil Smith | Bharati Achrekar,Ritesh Batra,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",neutral,entertainment,
Yes,Drama | Romance,Joan Allen | Simon Abkarian | Sam Neill | Shirley Henderson | Stephanie Leonidas,Sally Potter,"She is a scientist. He is a Lebanese doctor. They meet at a banquet and fall into a carefree, passionate relationship. But difficulties abound because of his heritage and her loveless marriage. She flies to Havana to sort things out on the beach and in the cabarets. She sends him a ticket, but harbors no illusions that He will join her in this Caribbean melting pot.",happy,relationships,
You Can't Take It With You,Comedy | Romance,Jean Arthur | Lionel Barrymore | James Stewart | Edward Arnold | Mischa Auer,Frank Capra,"Alice, the only relatively normal member of the eccentric Sycamore family, falls in love with Tony Kirby. His wealthy banker father, Anthony P. Kirby, and his snobbish mother, strongly disapprove of the match. When the Kirbys are invited to dinner to become better acquainted with their future in-laws, things do not turn out the way Alice had hoped.",happy,relationships,
From Here to Eternity,War | Drama | Romance,Burt Lancaster | Montgomery Clift | Deborah Kerr | Donna Reed | Frank Sinatra,Fred Zinnemann,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",happy,relationships,
She Wore a Yellow Ribbon,Western,"John Wayne | Joanne Dru | John Agar | Ben Johnson | Harry Carey, Jr.",John Ford,"After Custer and the 7th Cavalry are wiped out by Indians, everyone expects the worst. Capt. Nathan Brittles is ordered out on patrol but he's also required to take along Abby Allshard, wife of the Fort's commanding officer, and her niece, the pretty Olivia Dandridge, who are being evacuated for their own safety. Brittles is only a few days away from retirement and Olivia has caught the eye of two of the young officers in the Company, Lt. Flint Cohill and 2nd Lt. Ross Pennell. She's taken to wearing a yellow ribbon in her hair, a sign that she has a beau in the Cavalry, but refuses to say for whom she is wearing it.",neutral,general,
Grace Unplugged,Drama | Music,AJ Michalka | James Denton | Kevin Pollak | Shawnee Smith | Michael Welch,Brad J. Silverman,"A talented young singer and aspiring songwriter’s Christian faith and family ties are tested when she defies her worship-pastor father and pursues pop-music stardom in GRACE UNPLUGGED, a moving and inspiring new film that explores the true meaning of success.",neutral,self growth,http://www.graceunplugged.com/
Foolish,Comedy | Drama,Eddie Griffin | Master P | Amie Petersen | Frank Sivero | Daphnée Duplaix Samuel,Dave Meyers,"'Foolish' Waise is a talented comedian with a hard-edge trying to make it in the comedy clubs in LA while his brother is a hard-nosed gangster trying to make it on the streets. With all the competition they face in their chosen ""professions,"" their biggest battle is with each other over the love of a pretty girl.",happy,relationships,
N-Secure,Drama | Crime | Thriller,Cordell Moore | Essence Atkins | Denise Boutte | Tempestt Bledsoe | Lamman Rucker,David M. Matthews,"N-Secure is a no holds-barred thrilling drama mixed with murder, mayhem and manipulation among affluent professionals. This film sheds light on a man's downfall from the pinnacles of success into the depths of his damaged character. His insecurities lead him into a series of troubled romantic relationships and eventually a web of events that include betrayal and murder.",neutral,self growth,http://www.imdb.com/title/tt1289419/
Caramel,Drama | Comedy | Romance,Nadine Labaki | Yasmine Al Massri | Joanna Moukarzel | Gisèle Aouad | Adel Karam,Nadine Labaki,"In a beauty salon in Beirut the lives of five women cross paths. The beauty salon is a colorful and sensual microcosm where they share and entrust their hopes, fears and expectations.",neutral,general,http://www.bacfilms.com/site/caramel/
Out of the Dark,Thriller | Horror,Julia Stiles | Scott Speedman | Stephen Rea | Alejandro Furth | Pixie Davies,Lluís Quílez,"A couple and their daughter moves to Colombia to take over a family manufacturing plant, only to realize their new home is haunted.",neutral,relationships,
The Bubble,Drama | Romance,Ohad Knoller | Yousef Sweid | Daniella Wircer | Alon Friedman | Zion Baruch,Eytan Fox,"The movie follows a group of young friends in the city of Tel Aviv and is as much a love song to the city as it is an exploration of the claim that people in Tel Aviv are isolated from the rest of the country and the turmoil it's going through. The movie looks at young people's lives in Tel Aviv through the POVs of gays and straights, Jews and Arabs, men and women.",happy,relationships,
The Conversation,Crime | Drama | Mystery,Gene Hackman | John Cazale | Frederic Forrest | Cindy Williams | Harrison Ford,Francis Ford Coppola,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",neutral,general,
Dil Jo Bhi Kahey...,Romance,Amitabh Bachchan | Revathi | Karan Sharma | Annabelle Wallis | Malcolm Stoddard,Romesh Sharma,"During the British rule in India, several Indians were lured by the British to travel to distant Mauritius where they would have a better life. Upon reaching this island, the Indians were enslaved, tortured and made to labor in what is now known as the ""Coolie Ghat"". After the British left India, the Indians in Mauritius decided to continue to live there along with other nationals from different countries.",neutral,general,
Mississippi Mermaid,Crime | Drama | Romance,Jean-Paul Belmondo | Catherine Deneuve | Michel Bouquet | Nelly Borgeaud | Martine Ferrière,François Truffaut,"Adapted from a story by William Irish, it's a noirish tale of a man who orders a mail-order bride but receives instead a con woman.",neutral,general,
I Love Your Work,Drama | Mystery,Marisa Coughlan | Judy Greer | Shalom Harlow | Jared Harris | Joshua Jackson,Adam Goldberg,"A fictional movie star, Gray Evans, goes through the disintegration of his marriage, his gradual mental breakdown, and his increasing obsession with a young film student who reminds Gray of his own life before becoming famous. A dark psychological drama, I Love Your Work explores the pressures of fame and the difference between getting what you want and wanting what you get.",happy,relationships,
